cons_last_month,has_gas,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,duration,churn
0,0,31.84,31.84,1,11.37,4,13.2,1788.0,0
2391,0,28.0,28.0,1,150.01,6,17.25,2192.0,0
382647,1,35.88,35.88,2,42.17,6,14.31,2557.0,0
0,1,55.0,55.0,2,295.02,3,60.0,1096.0,0
797,0,13.4,13.4,2,60.86,3,13.856,1491.0,0
0,0,21.09,21.09,1,22.47,4,10.392000000000001,1827.0,0
0,0,17.1,17.1,1,45.63,6,10.35,2557.0,0
0,1,22.95,22.95,2,105.41,6,13.856,2192.0,0
5876,0,27.09,27.09,1,428.34,5,20.0,1891.0,0
0,0,36.48,36.48,2,180.33,4,10.392000000000001,1529.0,1
6369,0,36.16,36.16,1,598.04,4,30.0,1461.0,0
0,0,34.68,34.68,1,151.5,3,13.856,1461.0,1
459,0,-0.99,-0.99,1,282.19,3,10.392000000000001,1461.0,0
436,0,25.11,25.11,1,131.3,4,17.5,1461.0,0
252,0,27.4,27.4,1,135.24,5,28.55,2192.0,0
57,0,14.52,14.52,1,35.19,6,11.4,2557.0,0
2179,0,14.64,14.64,1,121.82,7,10.392000000000001,2557.0,0
0,0,13.08,13.08,1,77.36,4,11.0,1463.0,0
7509,1,20.64,20.64,10,249.11,6,33.0,2557.0,0
74556,0,21.38,21.38,1,80.43,5,10.35,1827.0,0
0,1,4.04,4.04,3,502.31,4,15.0,1827.0,0
0,1,31.2,31.2,2,183.48,6,13.85,2505.0,1
4355,0,12.36,12.36,1,297.57,6,19.8,2557.0,0
1755,0,4.77,4.77,1,182.53,6,25.0,2557.0,0
1517,0,25.92,25.92,1,231.11,4,17.32,1781.0,1
4165,0,12.03,12.03,1,488.47,3,25.0,1428.0,0
0,0,196.12,196.12,1,14.74,3,13.2,1461.0,1
18035,1,-6.22,-6.22,2,1168.04,11,60.0,4018.0,0
0,0,11.59,11.59,1,52.92,6,12.0,2557.0,0
140,0,24.62,24.62,1,17.45,6,12.5,2667.0,0
4506,1,17.52,17.52,2,393.45,11,16.5,4018.0,1
0,0,29.76,29.76,2,1050.87,6,13.2,2557.0,1
2196,0,19.2,19.2,1,411.73,4,13.164000000000001,1461.0,0
2505,0,13.8,13.8,1,325.43,3,15.1,1461.0,0
8886,0,29.01,29.01,1,97.12,6,12.7,2243.0,0
485,0,12.82,12.82,1,20.55,5,13.2,2191.0,0
68647,0,29.76,29.76,1,167.18,6,13.2,2191.0,0
2743,0,36.0,36.0,1,361.85,4,24.0,1827.0,1
0,0,-0.2,-0.2,1,648.87,3,13.856,1096.0,0
746,1,0.0,0.0,2,125.86,6,10.392000000000001,2556.0,0
4500,0,65.05,65.05,1,37.4,5,17.25,2029.0,0
669,0,7.02,7.02,1,37.67,3,13.2,1486.0,0
611,0,33.28,33.28,1,78.91,6,25.0,2557.0,0
0,0,34.27,34.27,1,23.39,4,15.0,1461.0,0
3450,0,34.27,34.27,1,23.99,3,15.0,1097.0,0
39801,0,49.92,49.92,1,60.29,6,20.0,2340.0,1
0,0,16.14,16.14,1,51.68,6,10.392000000000001,2557.0,0
4605,0,13.76,13.76,1,671.85,4,15.4,1461.0,0
507598,1,21.12,21.12,2,256.51,6,14.5,2192.0,0
0,0,26.04,26.04,1,31.26,5,10.392000000000001,1826.0,0
1944,1,15.99,15.99,2,289.38,6,15.1,2192.0,0
0,0,23.76,23.76,1,49.05,6,10.392000000000001,2252.0,0
1399,0,2.82,2.82,1,285.83,10,15.001,4049.0,0
0,0,35.52,35.52,1,0.34,4,17.25,1827.0,0
4582,0,14.04,14.04,1,603.86,3,13.2,1461.0,0
5084,1,6.0,6.0,2,482.02,10,22.0,4018.0,0
0,0,27.28,27.28,1,8.92,6,13.856,2557.0,1
32228,0,-12.35,-12.35,1,1387.57,5,85.0,2192.0,0
0,0,12.36,12.36,1,35.49,4,10.392000000000001,1488.0,0
2957,1,29.64,29.64,2,490.79,11,19.8,4017.0,0
0,0,31.2,31.2,1,142.7,3,13.85,1461.0,0
0,0,7.8,7.8,1,26.21,4,10.392000000000001,1827.0,0
1435,0,-11.58,-11.58,1,153.14,6,50.0,2556.0,0
844,0,11.42,11.42,1,256.5,6,13.2,2557.0,0
1782,0,-1.96,-1.96,1,206.41,7,19.05,2868.0,0
0,0,10.18,10.18,1,27.22,3,10.5,1485.0,0
6974,0,13.08,13.08,1,38.12,6,11.0,2557.0,0
160,0,21.64,21.64,1,19.1,3,10.392000000000001,1461.0,0
4291,0,16.66,16.66,1,148.18,7,13.2,2557.0,0
0,0,27.32,27.32,1,101.88,4,13.2,1461.0,0
0,0,6.45,6.45,1,245.1,3,13.856,1461.0,0
15617,1,-3.48,-3.48,2,890.43,4,41.5,1461.0,0
781,1,7.95,7.95,2,93.73,4,15.0,1711.0,0
3016,1,13.4,13.4,4,75.27,6,13.856,2557.0,0
85883,1,17.28,17.28,2,479.56,6,17.3,2557.0,0
0,0,12.24,12.24,1,134.59,6,11.5,2557.0,0
53773,0,19.14,19.14,1,432.04,6,17.99,2192.0,0
3321,0,44.28,44.28,1,457.54,4,29.58,1396.0,0
87,0,37.96,37.96,1,19.7,6,19.0,2557.0,0
659,0,-37.94,-37.94,1,10.6,9,11.4,3641.0,0
0,1,14.64,14.64,2,115.42,6,10.392000000000001,2192.0,0
0,0,-10.15,-10.15,1,15.09,3,13.856,1096.0,0
0,0,0.0,0.0,1,157.88,3,15.0,1096.0,0
0,0,25.44,25.44,2,55.02,3,10.392000000000001,1469.0,0
0,0,197.12,-194.78,1,214.16,4,13.2,1461.0,1
2048,0,17.22,17.22,1,156.06,7,10.392000000000001,2557.0,0
3323,0,11.82,11.82,1,105.48,5,10.35,2192.0,0
56,0,77.52,77.52,1,1.72,3,31.05,1095.0,0
38224,1,0.0,0.0,2,370.41,4,20.0,1427.0,0
0,0,9.92,9.92,1,3.85,6,13.2,2557.0,0
0,0,12.36,12.36,1,54.12,5,10.39,2192.0,0
2916,0,6.15,6.15,1,231.49,4,13.15,1827.0,0
2353,0,33.12,33.12,1,130.86,5,13.2,2192.0,0
0,0,15.12,15.12,1,86.39,6,13.2,2557.0,0
11799,0,70.08,70.08,1,261.11,3,66.0,1096.0,0
55400,0,27.72,27.72,1,114.81,3,20.785,1461.0,0
385,0,16.92,16.92,2,65.93,6,10.39,2192.0,0
313,0,14.88,14.88,1,32.71,4,12.5,1827.0,0
2064,0,11.72,11.72,1,328.34,3,35.0,1461.0,0
3575,1,33.46,33.46,2,502.98,4,27.713,1461.0,0
458,0,32.88,32.88,1,42.72,3,13.15,1461.0,0
0,0,12.82,12.82,1,133.2,6,13.2,2557.0,0
1258,0,22.96,22.96,1,46.38,6,13.15,2316.0,1
9977,0,21.9,21.9,1,373.51,6,13.2,2192.0,0
842,0,0.0,0.0,1,121.14,4,13.0,1771.0,0
0,0,34.68,34.68,1,69.3,4,13.856,1467.0,0
1354,1,24.38,24.38,2,44.53,4,16.75,1827.0,0
1133,0,33.85,33.85,2,37.38,6,13.86,2240.0,0
760,0,3.96,3.96,1,234.53,4,10.52,1827.0,0
260,0,31.32,31.32,1,111.49,5,12.5,1926.0,0
4674,0,7.02,7.02,1,175.17,4,15.0,1647.0,0
1215,0,50.88,50.88,1,197.24,3,34.0,1095.0,0
557,0,27.36,27.36,1,75.05,4,13.15,1687.0,0
2902,0,28.2,28.2,1,401.75,5,12.5,2192.0,0
3806,0,-1.36,-1.36,1,297.16,4,13.2,1461.0,0
1730,0,15.2,15.2,2,166.41,5,13.856,2192.0,0
4632,0,19.41,19.41,1,16.46,5,13.8,1827.0,0
198491,0,19.18,19.18,1,234.1,6,10.35,2398.0,0
466,0,21.92,21.92,1,14.1,6,10.56,2498.0,1
0,0,23.4,23.4,1,126.33,3,10.392000000000001,1461.0,1
118048,0,16.66,16.66,1,283.74,6,13.2,2192.0,0
0,0,24.42,24.42,1,14.92,6,13.2,2192.0,0
0,1,17.67,17.67,2,135.75,3,13.856,1461.0,0
0,0,14.53,14.53,1,31.21,3,15.0,1507.0,0
0,0,14.04,14.04,1,149.06,5,13.2,2192.0,0
0,0,24.24,24.24,1,53.17,6,13.15,2192.0,0
0,1,21.11,21.11,2,118.96,6,15.0,2356.0,0
1057,0,15.12,15.12,1,75.7,4,13.2,1827.0,0
1306,0,82.12,82.12,1,128.58,6,65.7,2192.0,0
0,0,7.8,7.8,1,20.43,4,10.392000000000001,1793.0,0
5084,1,13.4,13.4,2,45.39,3,13.85,1461.0,0
2338,0,35.76,35.76,1,418.42,6,26.4,2292.0,0
7386,0,28.06,28.06,1,358.1,3,20.785,1096.0,0
0,1,28.58,28.58,2,81.52,6,12.5,2192.0,0
2315,0,0.0,0.0,1,287.07,7,16.5,2908.0,0
108543,0,-1.46,-1.46,1,850.86,5,33.0,2070.0,0
4167,0,21.78,21.78,1,49.56,6,13.2,2557.0,0
118,0,33.12,33.12,1,24.0,6,13.2,2191.0,0
1204,0,10.36,10.36,1,56.55,5,13.856,2192.0,0
306,0,23.1,23.1,1,43.18,6,12.5,2424.0,0
2976,0,28.45,28.45,1,274.92,3,13.84,1096.0,0
0,0,16.92,16.92,1,29.61,4,10.392000000000001,1695.0,0
1024,1,7.32,7.32,2,49.47,3,13.86,1488.0,0
6520,0,19.74,19.74,1,705.29,6,52.5,2557.0,0
517,0,11.06,11.06,1,59.24,5,11.4,2192.0,0
312684,0,10.08,10.08,1,0.0,3,10.39,1461.0,0
3562,0,37.56,37.56,1,55.27,5,15.0,1826.0,0
9039,0,26.04,26.04,1,44.55,6,10.392000000000001,2192.0,1
0,0,11.42,11.42,1,127.8,6,13.2,2557.0,0
7407,0,-15.42,-15.42,1,286.74,5,100.0,2191.0,0
8123,0,22.24,22.24,2,245.53,3,24.249000000000002,1096.0,0
0,0,32.88,32.88,1,7.2,6,13.15,2191.0,0
2688,0,29.52,29.52,1,403.81,6,19.72,2231.0,0
3286,0,28.45,28.45,1,134.35,6,13.86,2072.0,0
992,0,0.0,0.0,1,156.32,3,13.2,1461.0,0
12121,0,3.7,3.7,1,145.21,3,13.856,1462.0,0
1556,0,12.54,12.54,1,310.21,3,20.0,1461.0,0
4545,1,40.0,40.0,2,439.14,3,43.65,1096.0,0
0,0,46.12,46.12,1,0.0,6,23.1,2557.0,0
12620,0,-8.1,-8.1,1,852.48,3,56.0,1461.0,0
531,0,93.46,93.46,1,78.76,3,10.392000000000001,1096.0,0
728,1,32.96,32.96,2,95.11,9,19.8,3275.0,0
104433,0,11.6,11.6,1,412.09,4,34.64,1827.0,0
275,1,27.32,27.32,2,47.15,4,13.2,1461.0,0
1150,0,8.76,8.76,1,266.55,6,13.15,2536.0,0
211,0,21.52,21.52,1,38.27,6,13.2,2192.0,0
633,0,61.04,61.04,1,96.18,4,19.8,1478.0,0
3817,0,6.24,6.24,1,501.29,6,33.0,2557.0,0
10681,1,-5.84,-5.84,2,782.86,7,70.0,2557.0,0
5504,0,-2.16,-2.16,1,457.11,6,28.0,2318.0,0
0,1,19.2,19.2,2,53.81,6,11.0,2557.0,0
132,1,20.08,20.08,2,68.25,5,15.073,2192.0,0
510,0,11.24,11.24,1,70.48,3,15.0,1473.0,0
2197,0,26.04,26.04,1,111.8,6,10.392000000000001,2191.0,0
28186,0,0.0,0.0,1,6.21,4,12.0,1354.0,0
0,0,7.68,7.68,1,188.07,6,11.5,2557.0,0
586,0,17.55,17.55,1,135.37,10,16.5,4018.0,0
264,0,38.28,38.28,1,41.09,3,19.19,1461.0,1
0,0,9.63,9.63,1,353.09,4,20.0,1852.0,0
8720,0,33.84,33.84,1,130.81,6,15.0,2191.0,0
3761,0,33.0,33.0,1,105.09,3,13.164000000000001,1140.0,1
0,0,13.4,13.4,1,269.83,4,40.0,1827.0,0
58616,0,82.44,82.44,1,102.01,6,33.0,2191.0,0
1720,0,13.68,13.68,1,132.23,6,43.45,2557.0,0
21936,0,42.45,42.45,1,508.79,6,40.0,2192.0,0
2362,0,20.34,20.34,1,99.29,6,14.49,2192.0,0
0,0,16.66,16.66,1,132.37,7,13.2,2557.0,0
12,0,78.72,78.72,1,78.01,6,31.5,2124.0,0
6426,0,13.59,13.59,1,640.6,6,50.0,2557.0,0
97730,0,15.12,15.12,1,444.29,3,15.1,1461.0,0
910,0,21.93,21.93,1,167.41,7,20.7,2557.0,0
0,0,32.64,32.64,1,438.13,5,14.49,1826.0,0
1733,0,34.8,34.8,1,536.79,6,44.0,2117.0,0
408622,1,25.6,25.6,2,88.27,6,13.8,2377.0,0
1958,0,1.84,1.84,1,261.92,6,41.42,2557.0,0
254,1,17.22,17.22,3,16.97,4,14.5,1827.0,1
204152,0,24.24,24.24,1,1240.82,4,10.75,1827.0,0
0,0,30.9,30.9,2,25.26,3,10.392000000000001,1288.0,0
348,0,17.16,17.16,1,59.63,4,10.52,1461.0,0
1168,0,49.92,49.92,1,100.73,4,20.0,1827.0,0
1404,1,22.02,22.02,3,247.85,4,20.785,1461.0,0
0,0,23.4,23.4,1,268.18,6,10.392000000000001,2232.0,0
1006,0,10.08,10.08,1,35.07,6,10.392000000000001,2557.0,0
0,0,24.4,24.4,1,38.15,3,15.0,1096.0,0
16054,0,23.4,23.4,1,158.69,6,10.392000000000001,2191.0,0
1700,1,0.84,0.84,2,257.22,7,19.8,2711.0,0
193,0,52.56,52.56,1,36.77,4,15.0,1463.0,0
1258,0,12.36,12.36,1,70.85,6,10.392000000000001,2557.0,0
1153,0,10.36,10.36,1,59.35,5,13.856,2099.0,0
2546,0,20.2,20.2,1,275.1,6,13.856,2192.0,0
1800,0,-4.08,-4.08,1,218.52,6,32.0,2191.0,0
205,1,22.26,22.26,2,26.89,3,19.8,1461.0,0
0,0,28.83,28.83,2,30.43,6,10.35,2557.0,0
0,0,26.04,26.04,1,40.03,3,10.392000000000001,1095.0,0
4128,0,27.32,27.32,1,20.84,7,13.2,2592.0,0
7446,0,0.12,0.12,1,45.33,3,13.85,1096.0,0
1056,0,25.56,25.56,1,30.15,4,13.856,1461.0,0
675,0,16.92,16.92,1,87.67,4,13.2,1827.0,0
0,1,37.27,37.27,2,394.49,6,27.6,2192.0,0
3181,0,18.12,18.12,1,402.27,11,19.8,4018.0,0
401,0,29.67,29.67,1,56.4,4,16.4,1461.0,0
37180,1,-0.12,-0.12,2,1445.75,4,64.0,1769.0,0
2348,0,11.56,11.56,1,277.14,4,34.5,1827.0,0
12668,0,105.36,105.36,1,68.61,3,42.18,1095.0,0
0,0,9.2,9.2,1,142.66,6,13.856,2557.0,0
106463,0,14.57,14.57,1,49.55,6,10.35,2493.0,0
0,0,31.32,31.32,1,112.64,3,12.5,1095.0,0
0,0,13.26,13.26,1,94.97,6,11.62,2557.0,0
297614,1,53.07,53.07,2,463.11,4,50.0,1461.0,0
96,0,119.88,119.88,1,153.26,3,60.0,1095.0,1
356,0,34.68,34.68,1,54.11,3,13.856,1095.0,0
699,0,10.36,10.36,1,45.98,4,13.856,1827.0,0
2769,0,10.08,10.08,1,22.94,3,10.392000000000001,1461.0,0
798,0,21.96,21.96,1,85.24,6,16.5,2557.0,0
339,0,42.84,42.84,1,36.24,6,21.0,2192.0,0
1881,0,26.04,26.04,1,78.46,6,10.392000000000001,2557.0,0
0,0,7.02,7.02,1,203.92,4,15.0,1827.0,0
0,0,41.6,41.6,2,51.21,3,13.2,1151.0,0
0,1,26.04,26.04,2,24.44,6,10.392000000000001,2191.0,1
83,0,21.09,21.09,1,14.79,4,10.392000000000001,1845.0,0
4927,1,23.66,23.66,2,569.61,3,30.0,1096.0,1
3567,0,24.72,24.72,1,254.29,4,16.47,1827.0,1
0,0,155.88,-153.0,1,203.34,3,10.392000000000001,1095.0,0
0,0,20.2,20.2,1,143.64,4,13.856,1461.0,0
0,0,21.48,21.48,1,63.08,4,10.392000000000001,1490.0,0
0,0,7.76,7.76,1,13.86,6,10.35,2557.0,1
9067,1,34.01,34.01,2,9.22,3,15.001,1096.0,0
0,0,37.56,37.56,1,10.24,5,15.0,2192.0,0
0,0,11.42,11.42,1,184.71,6,13.2,2557.0,0
0,0,25.92,25.92,1,54.97,6,10.35,2557.0,1
13811,0,14.64,14.64,1,91.64,6,10.392000000000001,2192.0,0
12792,0,-1.05,-1.05,1,675.05,4,17.25,1461.0,0
17044,0,18.84,18.84,1,42.05,6,11.4,2557.0,0
1622,0,22.52,22.52,1,66.59,6,13.86,2192.0,0
793,1,30.86,30.86,3,345.46,4,15.0,1461.0,0
27071,0,0.0,0.0,1,15.34,4,18.9,1493.0,1
915,0,17.13,17.13,1,44.96,6,10.392000000000001,2557.0,1
0,0,26.73,26.73,1,36.56,6,13.2,2557.0,0
237044,0,19.47,19.47,1,113.27,6,10.56,2192.0,0
0,0,18.64,18.64,1,30.72,4,11.43,1461.0,0
1070,1,27.28,27.28,4,58.24,6,10.392000000000001,2361.0,0
9039,0,51.84,51.84,1,206.33,6,34.641,2192.0,1
920,1,21.11,21.11,5,61.26,4,15.0,1461.0,0
4824,0,6.45,6.45,1,191.95,6,13.856,2557.0,0
0,0,30.98,30.98,1,41.06,6,15.0,2192.0,0
0,0,23.76,23.76,1,100.41,5,10.392000000000001,1827.0,0
979,0,47.28,47.28,1,58.36,6,42.0,2557.0,0
13708,0,30.48,30.48,1,83.91,5,12.18,1826.0,0
2223,0,19.14,19.14,1,91.19,4,17.0,1827.0,0
203451,1,-0.12,-0.12,2,699.26,6,46.1,2191.0,0
418,1,21.48,21.48,2,130.5,6,10.392000000000001,2437.0,0
0,0,4.04,4.04,1,212.03,3,15.0,1469.0,0
2472,0,24.0,24.0,1,368.26,3,16.0,1095.0,0
62,0,99.86,99.86,1,2.94,4,44.0,1461.0,1
7766,0,72.6,72.6,2,359.24,6,26.4,2431.0,0
15417,0,15.78,15.78,1,670.22,4,20.0,1461.0,0
0,0,17.22,17.22,1,361.23,3,10.392000000000001,1266.0,0
2430,0,2.85,2.85,1,232.65,3,15.1,1461.0,0
0,0,8.8,8.8,1,213.56,6,13.2,2557.0,0
0,1,21.11,21.11,2,27.46,4,15.0,1484.0,0
0,0,33.37,33.37,1,95.38,5,13.856,2192.0,0
6858,0,1.77,1.77,1,757.11,5,28.0,2192.0,0
0,0,28.28,28.28,2,94.58,6,11.5,2191.0,0
306,0,27.03,27.03,1,34.81,3,17.320999999999998,1461.0,0
0,1,10.36,10.36,2,55.74,4,13.856,1611.0,0
733,0,18.08,18.08,1,58.93,3,10.35,1461.0,0
576,0,29.19,29.19,2,41.43,5,13.2,1973.0,0
0,1,33.36,33.36,2,262.77,6,14.8,2558.0,0
0,0,9.2,9.2,1,106.42,6,13.856,2557.0,0
166003,0,0.12,0.12,1,71.11,6,13.2,2250.0,0
408,0,-0.43,-0.43,1,128.52,6,16.5,2191.0,0
0,0,33.12,33.12,1,30.36,3,13.2,1461.0,0
0,0,28.02,28.02,1,43.95,5,13.856,2192.0,0
3731,0,0.0,0.0,1,161.01,10,22.0,3652.0,1
0,0,12.3,12.3,1,36.87,6,10.35,2557.0,0
0,0,-337.32,-337.32,1,0.0,3,31.05,1461.0,1
1656,0,11.84,11.84,1,74.78,4,10.392000000000001,1827.0,0
0,0,4.12,4.12,1,46.46,3,13.2,1474.0,0
1624,0,25.7,25.7,1,233.85,3,13.856,1096.0,0
0,0,17.45,17.45,1,153.48,4,13.856,1491.0,0
36068,0,21.12,21.12,1,334.58,4,14.5,1461.0,0
109899,0,18.71,18.71,1,531.81,4,24.249000000000002,1461.0,0
4276,0,47.88,47.88,1,527.38,5,32.0,2192.0,1
1665,0,5.36,5.36,1,347.41,3,16.0,1461.0,0
1135,0,25.4,25.4,1,222.33,4,27.71,1461.0,0
0,0,11.64,11.64,1,175.45,3,23.1,1461.0,0
0,1,23.76,23.76,2,99.97,3,10.39,1096.0,0
0,0,14.7,14.7,1,148.8,3,13.856,1461.0,0
0,0,26.04,26.04,1,40.1,4,10.392000000000001,1827.0,1
10728,0,20.1,20.1,1,126.99,4,21.0,1827.0,0
760727,1,-0.33,-0.33,32,89.73,6,10.392000000000001,2192.0,0
13316,0,61.83,61.83,1,1092.6,6,24.15,2437.0,0
0,0,17.82,17.82,2,78.85,4,15.0,1827.0,0
0,0,0.12,0.12,1,45.78,3,13.856,1095.0,0
32441,0,-2.38,-2.38,1,92.65,5,55.42,2093.0,0
507598,1,36.09,36.09,2,793.09,6,52.5,2192.0,0
3483,0,25.52,25.52,2,514.7,4,13.32,1574.0,0
1937,0,13.4,13.4,1,129.97,6,13.856,2557.0,0
2304,0,23.88,23.88,1,281.41,13,19.8,4795.0,0
0,0,17.92,17.92,2,124.51,6,11.0,2192.0,0
0,0,16.92,16.92,1,42.38,4,10.392000000000001,1461.0,0
0,0,27.37,27.37,1,0.0,6,12.0,2192.0,0
444,0,-0.78,-0.78,1,83.32,6,30.0,2290.0,1
145,1,33.51,33.51,2,22.09,5,17.320999999999998,2194.0,0
549,1,33.4,33.4,3,52.62,6,13.856,2533.0,0
0,0,49.32,49.32,1,310.43,3,32.9,1461.0,0
2019,0,16.8,16.8,1,175.45,7,13.32,2557.0,0
904,0,24.78,24.78,1,75.22,5,15.0,2192.0,0
1637,0,36.64,36.64,1,215.94,6,40.0,2192.0,0
6644,0,9.42,9.42,2,627.82,4,25.0,1616.0,0
1188,0,8.76,8.76,1,650.13,3,13.15,1461.0,1
1680,1,31.8,31.8,3,228.04,4,41.3,1697.0,1
4462,0,-8.38,-8.38,1,404.24,8,65.3,2921.0,0
26278,0,-16.01,-16.01,1,888.47,7,125.0,2862.0,0
0,0,10.08,10.08,1,3.31,4,10.392000000000001,1827.0,0
900,0,21.78,21.78,1,51.3,3,13.2,1461.0,0
1075,0,8.4,8.4,1,198.56,3,25.0,1461.0,0
113,0,67.74,67.74,1,43.46,4,31.0,1461.0,0
1718,0,50.85,50.85,1,272.74,3,17.32,1201.0,0
521,0,44.2,44.2,1,37.68,5,25.0,2192.0,0
1612,0,14.64,14.64,1,141.16,3,13.8,1461.0,0
1725,1,24.62,24.62,2,314.0,5,12.0,2192.0,1
3785,0,46.11,46.11,1,486.4,4,43.45,1461.0,0
368,0,30.0,30.0,1,187.67,6,20.0,2191.0,0
11442,0,0.12,0.12,1,1.56,7,40.0,2789.0,0
68981,1,43.32,43.32,2,39.54,3,17.320999999999998,1095.0,0
847,0,24.42,24.42,1,64.83,7,13.2,2557.0,0
0,0,21.9,21.9,1,228.46,4,13.2,1461.0,0
0,0,32.38,32.38,1,63.79,3,13.856,1249.0,0
0,0,34.56,34.56,1,81.45,3,13.8,1461.0,1
244,0,31.53,31.53,1,38.05,4,13.8,1461.0,0
743,0,15.72,15.72,1,48.42,6,13.2,2557.0,0
0,0,18.94,18.94,1,245.58,5,15.0,1827.0,0
0,0,8.98,8.98,1,179.45,4,10.392000000000001,1827.0,0
0,0,34.68,34.68,1,0.0,4,13.856,1461.0,1
1377,0,33.12,33.12,1,110.21,6,13.2,2557.0,0
23225,1,-0.12,-0.12,2,748.86,4,41.5,1827.0,0
1663,1,25.7,25.7,2,154.93,4,13.856,1461.0,0
133,0,34.27,34.27,1,75.64,3,15.0,1096.0,0
705,0,28.6,28.6,1,58.69,3,13.856,1096.0,0
179,0,25.56,25.56,1,28.33,4,13.856,1677.0,0
3250,0,29.76,29.76,1,194.65,4,13.2,1461.0,1
7709,0,-5.5,-5.5,1,779.75,4,27.0,1827.0,0
3201,0,-3.12,-3.12,1,269.16,7,15.01,2921.0,0
0,0,23.49,23.49,1,-18.34,5,10.39,2192.0,0
0,0,21.52,21.52,1,114.23,6,13.2,2192.0,0
82,0,19.44,19.44,1,70.85,3,17.25,1461.0,0
5166,0,0.0,0.0,1,578.09,7,10.0,2588.0,0
0,0,33.12,33.12,1,30.97,6,13.2,2191.0,0
0,0,16.8,16.8,1,108.25,3,13.164000000000001,1461.0,0
106114,0,21.52,21.52,1,124.42,6,13.2,2192.0,0
1285,1,1.9,1.9,2,132.01,5,15.001,2192.0,0
49692,1,26.04,26.04,2,212.89,5,41.58,2192.0,0
0,0,7.8,7.8,1,25.59,6,10.392000000000001,2557.0,0
697,0,49.44,49.44,1,82.78,3,19.8,1088.0,1
1928,0,20.28,20.28,2,146.37,6,23.1,2557.0,0
36381,0,21.52,21.52,1,108.66,6,13.2,2192.0,0
0,0,22.95,22.95,1,99.06,4,13.856,1461.0,0
4187,0,3.72,3.72,1,200.06,6,19.8,2557.0,0
8211,0,19.2,19.2,1,33.68,4,10.392000000000001,1461.0,0
21936,0,2.85,2.85,1,265.07,5,15.1,2192.0,0
1973,0,31.64,31.64,1,48.61,5,13.85,1827.0,0
0,0,15.6,15.6,1,138.76,6,10.392000000000001,2192.0,0
2950,0,58.84,58.84,1,197.04,4,43.5,1461.0,1
0,0,31.41,31.41,1,0.22,4,17.320999999999998,1461.0,0
412,1,18.12,18.12,3,225.28,11,19.8,4018.0,0
0,0,14.64,14.64,1,87.66,7,10.392000000000001,2557.0,0
1151,0,38.34,38.34,1,144.97,3,23.6,1096.0,0
0,0,7.8,7.8,1,103.99,4,10.392000000000001,1847.0,0
0,1,26.04,26.04,2,66.23,6,10.392000000000001,2191.0,0
2654,0,19.2,19.2,1,92.43,6,10.392000000000001,2192.0,1
0,0,30.36,30.36,1,113.96,6,12.1,2191.0,0
0,0,-4.44,-4.44,1,202.83,7,43.64,2872.0,0
0,1,7.8,7.8,5,11.01,3,10.392000000000001,1481.0,0
0,0,15.2,15.2,1,110.6,4,13.856,1827.0,0
1991,0,3.38,3.38,1,335.76,3,19.7,1461.0,1
18327,1,-5.01,-5.01,2,775.54,6,80.0,2192.0,0
2993,0,16.2,16.2,1,118.14,7,11.5,2557.0,0
0,0,34.68,34.68,2,141.41,3,13.856,1095.0,0
0,0,17.16,17.16,1,108.52,4,15.0,1827.0,0
379,1,-1.82,-1.82,2,72.63,7,10.0,2694.0,0
0,0,0.12,0.12,1,0.0,7,60.0,2789.0,0
529736,0,-0.02,-0.02,1,67.98,5,40.005,1827.0,0
29236,0,19.2,19.2,1,837.17,11,33.0,4018.0,0
10880,0,27.14,27.14,1,245.53,5,13.2,1827.0,0
2828,0,18.48,18.48,1,41.07,5,13.15,1827.0,0
521,0,21.52,21.52,1,3.28,4,13.2,1461.0,0
274,1,69.24,69.24,2,48.43,4,27.71,1827.0,0
200,0,24.78,24.78,1,135.1,4,17.25,1461.0,0
3369,0,33.84,33.84,1,445.1,6,15.0,2229.0,0
0,1,13.5,13.5,2,77.72,5,13.943,2192.0,0
485,0,35.38,35.38,1,46.73,4,17.320999999999998,1461.0,0
1752,0,43.94,43.94,1,100.32,5,17.320999999999998,2234.0,0
1270,0,197.52,-193.8,1,254.8,3,13.164000000000001,1095.0,0
0,0,10.08,10.08,1,33.86,6,10.392000000000001,2557.0,0
2965,0,11.0,11.0,1,23.53,5,16.5,2269.0,0
0,1,15.72,15.72,2,80.5,6,13.2,2557.0,0
4865,0,62.16,62.16,1,475.28,8,41.5,3288.0,0
155,1,31.86,31.86,4,28.23,3,13.943,1461.0,0
0,0,51.94,51.94,1,0.0,5,27.71,2192.0,0
0,1,34.68,34.68,2,117.36,6,13.856,2557.0,0
0,0,4.47,4.47,1,449.76,6,16.5,2271.0,0
58593,0,93.6,93.6,1,465.43,5,62.5,1826.0,0
0,0,197.28,-193.56,1,232.68,3,13.15,1095.0,0
3419,1,52.2,52.2,2,414.44,12,34.82,4216.0,0
-8541,1,5.28,5.28,2,515.86,3,31.5,1461.0,0
513,1,23.76,23.76,2,41.66,4,10.392000000000001,1461.0,0
5176,1,2.8,2.8,2,-191.02,6,10.392000000000001,2541.0,0
0,0,0.0,0.0,1,0.0,7,25.0,2721.0,0
0,0,14.7,14.7,1,188.87,6,13.856,2557.0,0
2591,0,49.44,49.44,1,338.93,3,33.0,1095.0,0
